1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-setosa
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-versicolor
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
1,1,1,1,Iris-virginica
